date,WDC stock,isPartial
2013-05-01,67,False
2013-05-02,41,False
2013-05-03,65,False
2013-05-04,50,False
2013-05-05,50,False
2013-05-06,62,False
2013-05-07,40,False
2013-05-08,62,False
2013-05-09,42,False
2013-05-10,43,False
2013-05-11,49,False
2013-05-12,0,False
2013-05-13,54,False
2013-05-14,60,False
2013-05-15,100,False
2013-05-16,61,False
2013-05-17,64,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,41,False
2013-05-21,66,False
2013-05-22,60,False
2013-05-23,40,False
2013-05-24,84,False
2013-05-25,49,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,98,False
2013-05-29,59,False
2013-05-30,81,False
2013-05-31,43,False
