date,AMZN stock,isPartial
2014-04-01,39,False
2014-04-02,40,False
2014-04-03,60,False
2014-04-04,51,False
2014-04-05,18,False
2014-04-06,23,False
2014-04-07,63,False
2014-04-08,49,False
2014-04-09,50,False
2014-04-10,35,False
2014-04-11,42,False
2014-04-12,0,False
2014-04-13,12,False
2014-04-14,60,False
2014-04-15,34,False
2014-04-16,66,False
2014-04-17,32,False
2014-04-18,28,False
2014-04-19,6,False
2014-04-20,25,False
2014-04-21,27,False
2014-04-22,20,False
2014-04-23,49,False
2014-04-24,75,False
2014-04-25,100,False
2014-04-26,36,False
2014-04-27,52,False
2014-04-28,74,False
2014-04-29,89,False
2014-04-30,50,False
