date,PEP stock,isPartial
2017-09-01,63,False
2017-09-02,30,False
2017-09-03,89,False
2017-09-04,53,False
2017-09-05,33,False
2017-09-06,75,False
2017-09-07,77,False
2017-09-08,69,False
2017-09-09,29,False
2017-09-10,28,False
2017-09-11,25,False
2017-09-12,57,False
2017-09-13,57,False
2017-09-14,42,False
2017-09-15,60,False
2017-09-16,29,False
2017-09-17,0,False
2017-09-18,41,False
2017-09-19,37,False
2017-09-20,37,False
2017-09-21,38,False
2017-09-22,96,False
2017-09-23,72,False
2017-09-24,28,False
2017-09-25,74,False
2017-09-26,49,False
2017-09-27,99,False
2017-09-28,100,False
2017-09-29,61,False
2017-09-30,68,False
