date,MU stock,isPartial
2012-06-01,35,False
2012-06-02,0,False
2012-06-03,40,False
2012-06-04,0,False
2012-06-05,54,False
2012-06-06,44,False
2012-06-07,51,False
2012-06-08,35,False
2012-06-09,0,False
2012-06-10,40,False
2012-06-11,32,False
2012-06-12,32,False
2012-06-13,55,False
2012-06-14,100,False
2012-06-15,69,False
2012-06-16,62,False
2012-06-17,41,False
2012-06-18,65,False
2012-06-19,65,False
2012-06-20,33,False
2012-06-21,55,False
2012-06-22,35,False
2012-06-23,42,False
2012-06-24,0,False
2012-06-25,54,False
2012-06-26,0,False
2012-06-27,33,False
2012-06-28,34,False
2012-06-29,71,False
2012-06-30,0,False
