date,DIS stock,isPartial
2016-06-01,49,False
2016-06-02,73,False
2016-06-03,67,False
2016-06-04,7,False
2016-06-05,17,False
2016-06-06,51,False
2016-06-07,39,False
2016-06-08,50,False
2016-06-09,44,False
2016-06-10,32,False
2016-06-11,10,False
2016-06-12,12,False
2016-06-13,40,False
2016-06-14,40,False
2016-06-15,74,False
2016-06-16,68,False
2016-06-17,63,False
2016-06-18,15,False
2016-06-19,12,False
2016-06-20,66,False
2016-06-21,78,False
2016-06-22,41,False
2016-06-23,53,False
2016-06-24,100,False
2016-06-25,24,False
2016-06-26,7,False
2016-06-27,70,False
2016-06-28,77,False
2016-06-29,67,False
2016-06-30,72,False
