date,INTC stock,isPartial
2014-06-01,7,False
2014-06-02,19,False
2014-06-03,30,False
2014-06-04,30,False
2014-06-05,26,False
2014-06-06,72,False
2014-06-07,7,False
2014-06-08,14,False
2014-06-09,26,False
2014-06-10,34,False
2014-06-11,36,False
2014-06-12,31,False
2014-06-13,100,False
2014-06-14,41,False
2014-06-15,34,False
2014-06-16,64,False
2014-06-17,61,False
2014-06-18,17,False
2014-06-19,43,False
2014-06-20,39,False
2014-06-21,18,False
2014-06-22,14,False
2014-06-23,39,False
2014-06-24,39,False
2014-06-25,73,False
2014-06-26,48,False
2014-06-27,39,False
2014-06-28,17,False
2014-06-29,14,False
2014-06-30,26,False
