date,EA stock,isPartial
2018-09-01,99,False
2018-09-02,38,False
2018-09-03,44,False
2018-09-04,100,False
2018-09-05,91,False
2018-09-06,73,False
2018-09-07,83,False
2018-09-08,32,False
2018-09-09,26,False
2018-09-10,77,False
2018-09-11,88,False
2018-09-12,64,False
2018-09-13,59,False
2018-09-14,53,False
2018-09-15,36,False
2018-09-16,18,False
2018-09-17,52,False
2018-09-18,58,False
2018-09-19,65,False
2018-09-20,49,False
2018-09-21,37,False
2018-09-22,17,False
2018-09-23,20,False
2018-09-24,47,False
2018-09-25,44,False
2018-09-26,61,False
2018-09-27,57,False
2018-09-28,44,False
2018-09-29,15,False
2018-09-30,15,False
