date,FB stock,isPartial
2015-06-01,48,False
2015-06-02,55,False
2015-06-03,54,False
2015-06-04,63,False
2015-06-05,49,False
2015-06-06,29,False
2015-06-07,15,False
2015-06-08,50,False
2015-06-09,49,False
2015-06-10,46,False
2015-06-11,58,False
2015-06-12,50,False
2015-06-13,24,False
2015-06-14,28,False
2015-06-15,41,False
2015-06-16,53,False
2015-06-17,47,False
2015-06-18,59,False
2015-06-19,54,False
2015-06-20,16,False
2015-06-21,23,False
2015-06-22,54,False
2015-06-23,100,False
2015-06-24,87,False
2015-06-25,91,False
2015-06-26,85,False
2015-06-27,38,False
2015-06-28,30,False
2015-06-29,74,False
2015-06-30,70,False
