date,HD stock,isPartial
2017-04-01,55,False
2017-04-02,38,False
2017-04-03,56,False
2017-04-04,69,False
2017-04-05,77,False
2017-04-06,77,False
2017-04-07,45,False
2017-04-08,28,False
2017-04-09,43,False
2017-04-10,100,False
2017-04-11,73,False
2017-04-12,67,False
2017-04-13,65,False
2017-04-14,40,False
2017-04-15,28,False
2017-04-16,57,False
2017-04-17,59,False
2017-04-18,56,False
2017-04-19,64,False
2017-04-20,72,False
2017-04-21,91,False
2017-04-22,25,False
2017-04-23,41,False
2017-04-24,78,False
2017-04-25,97,False
2017-04-26,92,False
2017-04-27,80,False
2017-04-28,86,False
2017-04-29,59,False
2017-04-30,41,False
