date,INTC stock,isPartial
2015-06-01,64,False
2015-06-02,64,False
2015-06-03,64,False
2015-06-04,57,False
2015-06-05,59,False
2015-06-06,22,False
2015-06-07,33,False
2015-06-08,63,False
2015-06-09,91,False
2015-06-10,100,False
2015-06-11,37,False
2015-06-12,58,False
2015-06-13,44,False
2015-06-14,0,False
2015-06-15,27,False
2015-06-16,18,False
2015-06-17,36,False
2015-06-18,28,False
2015-06-19,58,False
2015-06-20,11,False
2015-06-21,0,False
2015-06-22,65,False
2015-06-23,45,False
2015-06-24,55,False
2015-06-25,9,False
2015-06-26,58,False
2015-06-27,22,False
2015-06-28,11,False
2015-06-29,74,False
2015-06-30,37,False
