date,AMZN stock,isPartial
2016-09-01,47,False
2016-09-02,40,False
2016-09-03,0,False
2016-09-04,3,False
2016-09-05,6,False
2016-09-06,60,False
2016-09-07,79,False
2016-09-08,53,False
2016-09-09,43,False
2016-09-10,6,False
2016-09-11,10,False
2016-09-12,54,False
2016-09-13,47,False
2016-09-14,58,False
2016-09-15,61,False
2016-09-16,40,False
2016-09-17,25,False
2016-09-18,0,False
2016-09-19,27,False
2016-09-20,59,False
2016-09-21,60,False
2016-09-22,70,False
2016-09-23,90,False
2016-09-24,9,False
2016-09-25,6,False
2016-09-26,37,False
2016-09-27,100,False
2016-09-28,93,False
2016-09-29,93,False
2016-09-30,91,False
