date,KO stock,isPartial
2012-10-01,28,False
2012-10-02,70,False
2012-10-03,35,False
2012-10-04,49,False
2012-10-05,43,False
2012-10-06,25,False
2012-10-07,16,False
2012-10-08,54,False
2012-10-09,81,False
2012-10-10,61,False
2012-10-11,48,False
2012-10-12,58,False
2012-10-13,41,False
2012-10-14,32,False
2012-10-15,60,False
2012-10-16,100,False
2012-10-17,88,False
2012-10-18,68,False
2012-10-19,35,False
2012-10-20,0,False
2012-10-21,16,False
2012-10-22,54,False
2012-10-23,47,False
2012-10-24,34,False
2012-10-25,34,False
2012-10-26,51,False
2012-10-27,25,False
2012-10-28,0,False
2012-10-29,19,False
2012-10-30,20,False
2012-10-31,41,False
