date,EA stock,isPartial
2015-01-01,8,False
2015-01-02,28,False
2015-01-03,15,False
2015-01-04,11,False
2015-01-05,19,False
2015-01-06,25,False
2015-01-07,28,False
2015-01-08,6,False
2015-01-09,22,False
2015-01-10,11,False
2015-01-11,0,False
2015-01-12,18,False
2015-01-13,18,False
2015-01-14,15,False
2015-01-15,16,False
2015-01-16,25,False
2015-01-17,7,False
2015-01-18,7,False
2015-01-19,6,False
2015-01-20,18,False
2015-01-21,12,False
2015-01-22,18,False
2015-01-23,13,False
2015-01-24,18,False
2015-01-25,7,False
2015-01-26,36,False
2015-01-27,39,False
2015-01-28,100,False
2015-01-29,61,False
2015-01-30,59,False
2015-01-31,7,False
