date,HAS stock,isPartial
2017-07-01,39,False
2017-07-02,63,False
2017-07-03,55,False
2017-07-04,47,False
2017-07-05,39,False
2017-07-06,63,False
2017-07-07,54,False
2017-07-08,39,False
2017-07-09,51,False
2017-07-10,56,False
2017-07-11,71,False
2017-07-12,44,False
2017-07-13,58,False
2017-07-14,62,False
2017-07-15,39,False
2017-07-16,45,False
2017-07-17,66,False
2017-07-18,65,False
2017-07-19,64,False
2017-07-20,69,False
2017-07-21,71,False
2017-07-22,52,False
2017-07-23,45,False
2017-07-24,81,False
2017-07-25,73,False
2017-07-26,83,False
2017-07-27,76,False
2017-07-28,69,False
2017-07-29,65,False
2017-07-30,51,False
2017-07-31,100,False
