date,SIRI stock,isPartial
2014-05-01,68,False
2014-05-02,87,False
2014-05-03,50,False
2014-05-04,19,False
2014-05-05,94,False
2014-05-06,32,False
2014-05-07,57,False
2014-05-08,71,False
2014-05-09,44,False
2014-05-10,23,False
2014-05-11,28,False
2014-05-12,53,False
2014-05-13,44,False
2014-05-14,45,False
2014-05-15,52,False
2014-05-16,57,False
2014-05-17,29,False
2014-05-18,19,False
2014-05-19,70,False
2014-05-20,61,False
2014-05-21,66,False
2014-05-22,61,False
2014-05-23,63,False
2014-05-24,13,False
2014-05-25,39,False
2014-05-26,22,False
2014-05-27,100,False
2014-05-28,53,False
2014-05-29,80,False
2014-05-30,64,False
2014-05-31,33,False
