date,SBUX stock,isPartial
2016-04-01,30,False
2016-04-02,10,False
2016-04-03,10,False
2016-04-04,23,False
2016-04-05,40,False
2016-04-06,33,False
2016-04-07,30,False
2016-04-08,46,False
2016-04-09,5,False
2016-04-10,5,False
2016-04-11,29,False
2016-04-12,46,False
2016-04-13,34,False
2016-04-14,38,False
2016-04-15,35,False
2016-04-16,5,False
2016-04-17,0,False
2016-04-18,42,False
2016-04-19,46,False
2016-04-20,40,False
2016-04-21,88,False
2016-04-22,100,False
2016-04-23,25,False
2016-04-24,5,False
2016-04-25,46,False
2016-04-26,50,False
2016-04-27,23,False
2016-04-28,47,False
2016-04-29,31,False
2016-04-30,5,False
