date,EBAY stock,isPartial
2017-12-01,100,False
2017-12-02,71,False
2017-12-03,69,False
2017-12-04,94,False
2017-12-05,93,False
2017-12-06,94,False
2017-12-07,94,False
2017-12-08,100,False
2017-12-09,46,False
2017-12-10,57,False
2017-12-11,73,False
2017-12-12,87,False
2017-12-13,83,False
2017-12-14,83,False
2017-12-15,75,False
2017-12-16,73,False
2017-12-17,52,False
2017-12-18,71,False
2017-12-19,85,False
2017-12-20,76,False
2017-12-21,80,False
2017-12-22,60,False
2017-12-23,49,False
2017-12-24,46,False
2017-12-25,47,False
2017-12-26,51,False
2017-12-27,68,False
2017-12-28,73,False
2017-12-29,70,False
2017-12-30,46,False
2017-12-31,57,False
