date,HD stock,isPartial
2017-02-01,53,False
2017-02-02,39,False
2017-02-03,43,False
2017-02-04,26,False
2017-02-05,38,False
2017-02-06,41,False
2017-02-07,74,False
2017-02-08,58,False
2017-02-09,43,False
2017-02-10,62,False
2017-02-11,21,False
2017-02-12,49,False
2017-02-13,60,False
2017-02-14,72,False
2017-02-15,68,False
2017-02-16,77,False
2017-02-17,59,False
2017-02-18,34,False
2017-02-19,28,False
2017-02-20,56,False
2017-02-21,100,False
2017-02-22,89,False
2017-02-23,68,False
2017-02-24,64,False
2017-02-25,58,False
2017-02-26,44,False
2017-02-27,67,False
2017-02-28,62,False
