date,EBAY stock,isPartial
2012-11-01,73,False
2012-11-02,63,False
2012-11-03,56,False
2012-11-04,64,False
2012-11-05,72,False
2012-11-06,56,False
2012-11-07,68,False
2012-11-08,80,False
2012-11-09,58,False
2012-11-10,60,False
2012-11-11,46,False
2012-11-12,52,False
2012-11-13,68,False
2012-11-14,67,False
2012-11-15,69,False
2012-11-16,65,False
2012-11-17,62,False
2012-11-18,61,False
2012-11-19,65,False
2012-11-20,71,False
2012-11-21,71,False
2012-11-22,63,False
2012-11-23,62,False
2012-11-24,68,False
2012-11-25,74,False
2012-11-26,93,False
2012-11-27,86,False
2012-11-28,64,False
2012-11-29,68,False
2012-11-30,100,False
