date,EXPE stock,isPartial
2018-01-01,42,False
2018-01-02,47,False
2018-01-03,57,False
2018-01-04,69,False
2018-01-05,63,False
2018-01-06,51,False
2018-01-07,25,False
2018-01-08,67,False
2018-01-09,22,False
2018-01-10,56,False
2018-01-11,68,False
2018-01-12,62,False
2018-01-13,0,False
2018-01-14,25,False
2018-01-15,0,False
2018-01-16,22,False
2018-01-17,22,False
2018-01-18,74,False
2018-01-19,39,False
2018-01-20,0,False
2018-01-21,25,False
2018-01-22,65,False
2018-01-23,29,False
2018-01-24,65,False
2018-01-25,100,False
2018-01-26,23,False
2018-01-27,0,False
2018-01-28,0,False
2018-01-29,0,False
2018-01-30,33,False
2018-01-31,22,False
