date,FB stock,isPartial
2013-08-01,100,False
2013-08-02,80,False
2013-08-03,21,False
2013-08-04,11,False
2013-08-05,83,False
2013-08-06,76,False
2013-08-07,71,False
2013-08-08,66,False
2013-08-09,77,False
2013-08-10,34,False
2013-08-11,13,False
2013-08-12,55,False
2013-08-13,64,False
2013-08-14,58,False
2013-08-15,69,False
2013-08-16,54,False
2013-08-17,26,False
2013-08-18,13,False
2013-08-19,55,False
2013-08-20,49,False
2013-08-21,41,False
2013-08-22,66,False
2013-08-23,69,False
2013-08-24,39,False
2013-08-25,18,False
2013-08-26,55,False
2013-08-27,68,False
2013-08-28,72,False
2013-08-29,68,False
2013-08-30,49,False
2013-08-31,15,False
