date,COST stock,isPartial
2018-04-01,48,False
2018-04-02,100,False
2018-04-03,98,False
2018-04-04,97,False
2018-04-05,78,False
2018-04-06,63,False
2018-04-07,54,False
2018-04-08,75,False
2018-04-09,82,False
2018-04-10,90,False
2018-04-11,79,False
2018-04-12,81,False
2018-04-13,65,False
2018-04-14,50,False
2018-04-15,72,False
2018-04-16,99,False
2018-04-17,100,False
2018-04-18,94,False
2018-04-19,90,False
2018-04-20,86,False
2018-04-21,53,False
2018-04-22,50,False
2018-04-23,81,False
2018-04-24,80,False
2018-04-25,89,False
2018-04-26,98,False
2018-04-27,83,False
2018-04-28,49,False
2018-04-29,47,False
2018-04-30,90,False
