date,MU stock,isPartial
2016-10-01,17,False
2016-10-02,100,False
2016-10-03,36,False
2016-10-04,73,False
2016-10-05,90,False
2016-10-06,32,False
2016-10-07,58,False
2016-10-08,10,False
2016-10-09,5,False
2016-10-10,38,False
2016-10-11,43,False
2016-10-12,44,False
2016-10-13,27,False
2016-10-14,25,False
2016-10-15,8,False
2016-10-16,9,False
2016-10-17,34,False
2016-10-18,37,False
2016-10-19,49,False
2016-10-20,45,False
2016-10-21,20,False
2016-10-22,7,False
2016-10-23,5,False
2016-10-24,33,False
2016-10-25,30,False
2016-10-26,27,False
2016-10-27,39,False
2016-10-28,29,False
2016-10-29,11,False
2016-10-30,10,False
2016-10-31,29,False
