date,EA stock,isPartial
2018-12-01,26,False
2018-12-02,16,False
2018-12-03,87,False
2018-12-04,84,False
2018-12-05,64,False
2018-12-06,68,False
2018-12-07,45,False
2018-12-08,32,False
2018-12-09,22,False
2018-12-10,46,False
2018-12-11,42,False
2018-12-12,45,False
2018-12-13,42,False
2018-12-14,42,False
2018-12-15,29,False
2018-12-16,33,False
2018-12-17,47,False
2018-12-18,59,False
2018-12-19,53,False
2018-12-20,53,False
2018-12-21,94,False
2018-12-22,100,False
2018-12-23,47,False
2018-12-24,46,False
2018-12-25,38,False
2018-12-26,44,False
2018-12-27,74,False
2018-12-28,47,False
2018-12-29,26,False
2018-12-30,21,False
2018-12-31,38,False
