date,GS stock,isPartial
2017-11-01,78,False
2017-11-02,41,False
2017-11-03,78,False
2017-11-04,30,False
2017-11-05,0,False
2017-11-06,83,False
2017-11-07,47,False
2017-11-08,84,False
2017-11-09,61,False
2017-11-10,46,False
2017-11-11,25,False
2017-11-12,30,False
2017-11-13,52,False
2017-11-14,65,False
2017-11-15,91,False
2017-11-16,69,False
2017-11-17,68,False
2017-11-18,15,False
2017-11-19,15,False
2017-11-20,87,False
2017-11-21,69,False
2017-11-22,70,False
2017-11-23,20,False
2017-11-24,41,False
2017-11-25,37,False
2017-11-26,29,False
2017-11-27,55,False
2017-11-28,56,False
2017-11-29,100,False
2017-11-30,97,False
