date,AMZN stock,isPartial
2018-07-01,3,False
2018-07-02,17,False
2018-07-03,17,False
2018-07-04,6,False
2018-07-05,18,False
2018-07-06,24,False
2018-07-07,8,False
2018-07-08,4,False
2018-07-09,22,False
2018-07-10,23,False
2018-07-11,25,False
2018-07-12,28,False
2018-07-13,29,False
2018-07-14,7,False
2018-07-15,6,False
2018-07-16,34,False
2018-07-17,44,False
2018-07-18,39,False
2018-07-19,30,False
2018-07-20,29,False
2018-07-21,5,False
2018-07-22,4,False
2018-07-23,26,False
2018-07-24,40,False
2018-07-25,43,False
2018-07-26,100,False
2018-07-27,96,False
2018-07-28,14,False
2018-07-29,9,False
2018-07-30,44,False
2018-07-31,47,False
