date,PEP stock,isPartial
2014-03-01,68,False
2014-03-02,72,False
2014-03-03,62,False
2014-03-04,38,False
2014-03-05,50,False
2014-03-06,42,False
2014-03-07,61,False
2014-03-08,29,False
2014-03-09,29,False
2014-03-10,41,False
2014-03-11,66,False
2014-03-12,25,False
2014-03-13,100,False
2014-03-14,78,False
2014-03-15,29,False
2014-03-16,29,False
2014-03-17,50,False
2014-03-18,62,False
2014-03-19,49,False
2014-03-20,58,False
2014-03-21,65,False
2014-03-22,39,False
2014-03-23,28,False
2014-03-24,49,False
2014-03-25,48,False
2014-03-26,65,False
2014-03-27,75,False
2014-03-28,60,False
2014-03-29,29,False
2014-03-30,48,False
2014-03-31,25,False
