date,AMZN stock,isPartial
2018-10-01,26,False
2018-10-02,35,False
2018-10-03,32,False
2018-10-04,34,False
2018-10-05,38,False
2018-10-06,7,False
2018-10-07,3,False
2018-10-08,34,False
2018-10-09,31,False
2018-10-10,54,False
2018-10-11,69,False
2018-10-12,56,False
2018-10-13,9,False
2018-10-14,6,False
2018-10-15,42,False
2018-10-16,42,False
2018-10-17,38,False
2018-10-18,39,False
2018-10-19,36,False
2018-10-20,8,False
2018-10-21,4,False
2018-10-22,33,False
2018-10-23,40,False
2018-10-24,50,False
2018-10-25,92,False
2018-10-26,100,False
2018-10-27,15,False
2018-10-28,9,False
2018-10-29,62,False
2018-10-30,76,False
2018-10-31,63,False
