date,IBM stock,isPartial
2015-06-01,82,False
2015-06-02,67,False
2015-06-03,84,False
2015-06-04,63,False
2015-06-05,63,False
2015-06-06,43,False
2015-06-07,27,False
2015-06-08,65,False
2015-06-09,100,False
2015-06-10,80,False
2015-06-11,79,False
2015-06-12,79,False
2015-06-13,32,False
2015-06-14,33,False
2015-06-15,64,False
2015-06-16,82,False
2015-06-17,63,False
2015-06-18,78,False
2015-06-19,73,False
2015-06-20,46,False
2015-06-21,25,False
2015-06-22,65,False
2015-06-23,67,False
2015-06-24,72,False
2015-06-25,75,False
2015-06-26,39,False
2015-06-27,34,False
2015-06-28,30,False
2015-06-29,77,False
2015-06-30,93,False
