date,GOOG stock,isPartial
2012-04-01,14,False
2012-04-02,28,False
2012-04-03,28,False
2012-04-04,17,False
2012-04-05,36,False
2012-04-06,19,False
2012-04-07,21,False
2012-04-08,7,False
2012-04-09,27,False
2012-04-10,23,False
2012-04-11,33,False
2012-04-12,39,False
2012-04-13,100,False
2012-04-14,33,False
2012-04-15,33,False
2012-04-16,49,False
2012-04-17,39,False
2012-04-18,44,False
2012-04-19,22,False
2012-04-20,35,False
2012-04-21,27,False
2012-04-22,13,False
2012-04-23,32,False
2012-04-24,49,False
2012-04-25,50,False
2012-04-26,22,False
2012-04-27,29,False
2012-04-28,14,False
2012-04-29,7,False
2012-04-30,23,False
