date,MAT stock,isPartial
2015-08-01,52,False
2015-08-02,0,False
2015-08-03,38,False
2015-08-04,38,False
2015-08-05,39,False
2015-08-06,44,False
2015-08-07,45,False
2015-08-08,34,False
2015-08-09,46,False
2015-08-10,29,False
2015-08-11,0,False
2015-08-12,72,False
2015-08-13,49,False
2015-08-14,59,False
2015-08-15,69,False
2015-08-16,34,False
2015-08-17,48,False
2015-08-18,56,False
2015-08-19,38,False
2015-08-20,57,False
2015-08-21,44,False
2015-08-22,34,False
2015-08-23,55,False
2015-08-24,37,False
2015-08-25,83,False
2015-08-26,28,False
2015-08-27,56,False
2015-08-28,0,False
2015-08-29,56,False
2015-08-30,100,False
2015-08-31,55,False
