date,GRMN stock,isPartial
2016-06-01,33,False
2016-06-02,34,False
2016-06-03,35,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,100,False
2016-06-08,33,False
2016-06-09,34,False
2016-06-10,35,False
2016-06-11,39,False
2016-06-12,0,False
2016-06-13,33,False
2016-06-14,32,False
2016-06-15,0,False
2016-06-16,33,False
2016-06-17,35,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,33,False
2016-06-21,0,False
2016-06-22,0,False
2016-06-23,0,False
2016-06-24,35,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,33,False
2016-06-28,33,False
2016-06-29,51,False
2016-06-30,34,False
