date,AAPL stock,isPartial
2012-04-01,14,False
2012-04-02,40,False
2012-04-03,56,False
2012-04-04,43,False
2012-04-05,34,False
2012-04-06,34,False
2012-04-07,13,False
2012-04-08,14,False
2012-04-09,35,False
2012-04-10,48,False
2012-04-11,50,False
2012-04-12,57,False
2012-04-13,50,False
2012-04-14,13,False
2012-04-15,11,False
2012-04-16,58,False
2012-04-17,71,False
2012-04-18,52,False
2012-04-19,52,False
2012-04-20,46,False
2012-04-21,18,False
2012-04-22,10,False
2012-04-23,63,False
2012-04-24,84,False
2012-04-25,100,False
2012-04-26,70,False
2012-04-27,52,False
2012-04-28,22,False
2012-04-29,10,False
2012-04-30,50,False
