date,BA stock,isPartial
2017-01-01,16,False
2017-01-02,14,False
2017-01-03,33,False
2017-01-04,46,False
2017-01-05,56,False
2017-01-06,54,False
2017-01-07,22,False
2017-01-08,14,False
2017-01-09,32,False
2017-01-10,31,False
2017-01-11,60,False
2017-01-12,60,False
2017-01-13,39,False
2017-01-14,15,False
2017-01-15,42,False
2017-01-16,31,False
2017-01-17,56,False
2017-01-18,40,False
2017-01-19,44,False
2017-01-20,51,False
2017-01-21,11,False
2017-01-22,7,False
2017-01-23,62,False
2017-01-24,56,False
2017-01-25,100,False
2017-01-26,96,False
2017-01-27,71,False
2017-01-28,15,False
2017-01-29,18,False
2017-01-30,34,False
2017-01-31,50,False
