date,ODP stock,isPartial
2017-08-01,33,False
2017-08-02,0,False
2017-08-03,33,False
2017-08-04,35,False
2017-08-05,26,False
2017-08-06,27,False
2017-08-07,22,False
2017-08-08,43,False
2017-08-09,100,False
2017-08-10,53,False
2017-08-11,79,False
2017-08-12,26,False
2017-08-13,26,False
2017-08-14,46,False
2017-08-15,23,False
2017-08-16,23,False
2017-08-17,69,False
2017-08-18,58,False
2017-08-19,26,False
2017-08-20,51,False
2017-08-21,22,False
2017-08-22,30,False
2017-08-23,22,False
2017-08-24,0,False
2017-08-25,55,False
2017-08-26,27,False
2017-08-27,25,False
2017-08-28,22,False
2017-08-29,22,False
2017-08-30,45,False
2017-08-31,34,False
