date,KO stock,isPartial
2017-06-01,73,False
2017-06-02,100,False
2017-06-03,46,False
2017-06-04,9,False
2017-06-05,59,False
2017-06-06,88,False
2017-06-07,88,False
2017-06-08,46,False
2017-06-09,73,False
2017-06-10,24,False
2017-06-11,28,False
2017-06-12,88,False
2017-06-13,76,False
2017-06-14,59,False
2017-06-15,80,False
2017-06-16,57,False
2017-06-17,28,False
2017-06-18,9,False
2017-06-19,67,False
2017-06-20,87,False
2017-06-21,64,False
2017-06-22,65,False
2017-06-23,52,False
2017-06-24,14,False
2017-06-25,23,False
2017-06-26,88,False
2017-06-27,32,False
2017-06-28,73,False
2017-06-29,61,False
2017-06-30,71,False
