date,FB stock,isPartial
2017-04-01,17,False
2017-04-02,11,False
2017-04-03,44,False
2017-04-04,43,False
2017-04-05,55,False
2017-04-06,53,False
2017-04-07,46,False
2017-04-08,14,False
2017-04-09,8,False
2017-04-10,46,False
2017-04-11,56,False
2017-04-12,45,False
2017-04-13,42,False
2017-04-14,25,False
2017-04-15,8,False
2017-04-16,10,False
2017-04-17,51,False
2017-04-18,53,False
2017-04-19,54,False
2017-04-20,61,False
2017-04-21,55,False
2017-04-22,15,False
2017-04-23,9,False
2017-04-24,65,False
2017-04-25,73,False
2017-04-26,70,False
2017-04-27,79,False
2017-04-28,100,False
2017-04-29,29,False
2017-04-30,16,False
