date,SYMC stock,isPartial
2018-12-01,64,False
2018-12-02,31,False
2018-12-03,46,False
2018-12-04,70,False
2018-12-05,46,False
2018-12-06,85,False
2018-12-07,44,False
2018-12-08,33,False
2018-12-09,32,False
2018-12-10,70,False
2018-12-11,74,False
2018-12-12,100,False
2018-12-13,48,False
2018-12-14,57,False
2018-12-15,33,False
2018-12-16,33,False
2018-12-17,66,False
2018-12-18,27,False
2018-12-19,59,False
2018-12-20,45,False
2018-12-21,63,False
2018-12-22,0,False
2018-12-23,34,False
2018-12-24,34,False
2018-12-25,36,False
2018-12-26,79,False
2018-12-27,30,False
2018-12-28,46,False
2018-12-29,33,False
2018-12-30,66,False
2018-12-31,66,False
