date,HAS stock,isPartial
2018-12-01,53,False
2018-12-02,67,False
2018-12-03,100,False
2018-12-04,88,False
2018-12-05,90,False
2018-12-06,73,False
2018-12-07,74,False
2018-12-08,51,False
2018-12-09,57,False
2018-12-10,77,False
2018-12-11,87,False
2018-12-12,72,False
2018-12-13,63,False
2018-12-14,55,False
2018-12-15,43,False
2018-12-16,42,False
2018-12-17,58,False
2018-12-18,57,False
2018-12-19,52,False
2018-12-20,48,False
2018-12-21,53,False
2018-12-22,43,False
2018-12-23,46,False
2018-12-24,48,False
2018-12-25,36,False
2018-12-26,33,False
2018-12-27,28,False
2018-12-28,41,False
2018-12-29,33,False
2018-12-30,27,False
2018-12-31,37,False
