date,COST stock,isPartial
2018-02-01,65,False
2018-02-02,64,False
2018-02-03,43,False
2018-02-04,40,False
2018-02-05,86,False
2018-02-06,100,False
2018-02-07,73,False
2018-02-08,77,False
2018-02-09,76,False
2018-02-10,53,False
2018-02-11,44,False
2018-02-12,78,False
2018-02-13,62,False
2018-02-14,59,False
2018-02-15,73,False
2018-02-16,56,False
2018-02-17,39,False
2018-02-18,43,False
2018-02-19,47,False
2018-02-20,63,False
2018-02-21,62,False
2018-02-22,63,False
2018-02-23,58,False
2018-02-24,40,False
2018-02-25,45,False
2018-02-26,78,False
2018-02-27,52,False
2018-02-28,77,False
