date,COST stock,isPartial
2013-10-01,86,False
2013-10-02,79,False
2013-10-03,80,False
2013-10-04,97,False
2013-10-05,62,False
2013-10-06,58,False
2013-10-07,75,False
2013-10-08,73,False
2013-10-09,88,False
2013-10-10,84,False
2013-10-11,70,False
2013-10-12,52,False
2013-10-13,73,False
2013-10-14,90,False
2013-10-15,87,False
2013-10-16,83,False
2013-10-17,99,False
2013-10-18,84,False
2013-10-19,72,False
2013-10-20,54,False
2013-10-21,82,False
2013-10-22,94,False
2013-10-23,76,False
2013-10-24,83,False
2013-10-25,88,False
2013-10-26,51,False
2013-10-27,60,False
2013-10-28,100,False
2013-10-29,71,False
2013-10-30,82,False
2013-10-31,93,False
