date,SBUX stock,isPartial
2015-05-01,58,False
2015-05-02,15,False
2015-05-03,10,False
2015-05-04,75,False
2015-05-05,40,False
2015-05-06,54,False
2015-05-07,61,False
2015-05-08,100,False
2015-05-09,17,False
2015-05-10,10,False
2015-05-11,34,False
2015-05-12,76,False
2015-05-13,57,False
2015-05-14,61,False
2015-05-15,51,False
2015-05-16,34,False
2015-05-17,10,False
2015-05-18,54,False
2015-05-19,70,False
2015-05-20,54,False
2015-05-21,78,False
2015-05-22,84,False
2015-05-23,15,False
2015-05-24,31,False
2015-05-25,18,False
2015-05-26,33,False
2015-05-27,48,False
2015-05-28,37,False
2015-05-29,54,False
2015-05-30,34,False
2015-05-31,10,False
