date,CTSH stock,isPartial
2018-09-01,17,False
2018-09-02,0,False
2018-09-03,0,False
2018-09-04,100,False
2018-09-05,72,False
2018-09-06,22,False
2018-09-07,45,False
2018-09-08,0,False
2018-09-09,16,False
2018-09-10,29,False
2018-09-11,50,False
2018-09-12,57,False
2018-09-13,58,False
2018-09-14,45,False
2018-09-15,0,False
2018-09-16,33,False
2018-09-17,57,False
2018-09-18,36,False
2018-09-19,36,False
2018-09-20,14,False
2018-09-21,15,False
2018-09-22,17,False
2018-09-23,16,False
2018-09-24,22,False
2018-09-25,43,False
2018-09-26,71,False
2018-09-27,36,False
2018-09-28,30,False
2018-09-29,0,False
2018-09-30,0,False
