date,FB stock,isPartial
2018-08-01,100,False
2018-08-02,91,False
2018-08-03,82,False
2018-08-04,19,False
2018-08-05,12,False
2018-08-06,83,False
2018-08-07,88,False
2018-08-08,79,False
2018-08-09,64,False
2018-08-10,56,False
2018-08-11,15,False
2018-08-12,8,False
2018-08-13,53,False
2018-08-14,49,False
2018-08-15,56,False
2018-08-16,65,False
2018-08-17,58,False
2018-08-18,14,False
2018-08-19,9,False
2018-08-20,52,False
2018-08-21,46,False
2018-08-22,50,False
2018-08-23,49,False
2018-08-24,44,False
2018-08-25,11,False
2018-08-26,7,False
2018-08-27,46,False
2018-08-28,46,False
2018-08-29,46,False
2018-08-30,47,False
2018-08-31,38,False
