date,COST stock,isPartial
2013-02-01,58,False
2013-02-02,45,False
2013-02-03,48,False
2013-02-04,66,False
2013-02-05,88,False
2013-02-06,63,False
2013-02-07,91,False
2013-02-08,54,False
2013-02-09,71,False
2013-02-10,70,False
2013-02-11,93,False
2013-02-12,81,False
2013-02-13,86,False
2013-02-14,71,False
2013-02-15,65,False
2013-02-16,65,False
2013-02-17,50,False
2013-02-18,71,False
2013-02-19,100,False
2013-02-20,81,False
2013-02-21,85,False
2013-02-22,60,False
2013-02-23,86,False
2013-02-24,92,False
2013-02-25,100,False
2013-02-26,79,False
2013-02-27,95,False
2013-02-28,85,False
