date,EBAY stock,isPartial
2018-01-01,25,False
2018-01-02,58,False
2018-01-03,51,False
2018-01-04,48,False
2018-01-05,50,False
2018-01-06,40,False
2018-01-07,40,False
2018-01-08,45,False
2018-01-09,52,False
2018-01-10,52,False
2018-01-11,71,False
2018-01-12,59,False
2018-01-13,40,False
2018-01-14,35,False
2018-01-15,42,False
2018-01-16,47,False
2018-01-17,46,False
2018-01-18,65,False
2018-01-19,50,False
2018-01-20,42,False
2018-01-21,34,False
2018-01-22,43,False
2018-01-23,37,False
2018-01-24,60,False
2018-01-25,53,False
2018-01-26,58,False
2018-01-27,35,False
2018-01-28,33,False
2018-01-29,45,False
2018-01-30,45,False
2018-01-31,100,False
