date,GOOG stock,isPartial
2013-07-01,40,False
2013-07-02,15,False
2013-07-03,32,False
2013-07-04,23,False
2013-07-05,14,False
2013-07-06,16,False
2013-07-07,13,False
2013-07-08,28,False
2013-07-09,36,False
2013-07-10,24,False
2013-07-11,39,False
2013-07-12,34,False
2013-07-13,19,False
2013-07-14,13,False
2013-07-15,32,False
2013-07-16,24,False
2013-07-17,33,False
2013-07-18,68,False
2013-07-19,100,False
2013-07-20,13,False
2013-07-21,13,False
2013-07-22,30,False
2013-07-23,36,False
2013-07-24,41,False
2013-07-25,55,False
2013-07-26,68,False
2013-07-27,24,False
2013-07-28,13,False
2013-07-29,27,False
2013-07-30,23,False
2013-07-31,23,False
