date,MAT stock,isPartial
2013-02-01,67,False
2013-02-02,50,False
2013-02-03,50,False
2013-02-04,84,False
2013-02-05,85,False
2013-02-06,63,False
2013-02-07,43,False
2013-02-08,67,False
2013-02-09,51,False
2013-02-10,0,False
2013-02-11,0,False
2013-02-12,66,False
2013-02-13,85,False
2013-02-14,44,False
2013-02-15,45,False
2013-02-16,100,False
2013-02-17,0,False
2013-02-18,84,False
2013-02-19,42,False
2013-02-20,42,False
2013-02-21,42,False
2013-02-22,44,False
2013-02-23,49,False
2013-02-24,0,False
2013-02-25,41,False
2013-02-26,0,False
2013-02-27,41,False
2013-02-28,42,False
