date,FB stock,isPartial
2013-01-01,27,False
2013-01-02,46,False
2013-01-03,50,False
2013-01-04,35,False
2013-01-05,18,False
2013-01-06,16,False
2013-01-07,44,False
2013-01-08,33,False
2013-01-09,47,False
2013-01-10,52,False
2013-01-11,69,False
2013-01-12,14,False
2013-01-13,12,False
2013-01-14,53,False
2013-01-15,77,False
2013-01-16,62,False
2013-01-17,64,False
2013-01-18,76,False
2013-01-19,12,False
2013-01-20,10,False
2013-01-21,14,False
2013-01-22,53,False
2013-01-23,59,False
2013-01-24,57,False
2013-01-25,55,False
2013-01-26,16,False
2013-01-27,11,False
2013-01-28,56,False
2013-01-29,67,False
2013-01-30,67,False
2013-01-31,100,False
