date,MCD stock,isPartial
2018-02-01,76,False
2018-02-02,89,False
2018-02-03,26,False
2018-02-04,10,False
2018-02-05,82,False
2018-02-06,100,False
2018-02-07,65,False
2018-02-08,74,False
2018-02-09,83,False
2018-02-10,28,False
2018-02-11,14,False
2018-02-12,54,False
2018-02-13,43,False
2018-02-14,60,False
2018-02-15,65,False
2018-02-16,64,False
2018-02-17,28,False
2018-02-18,14,False
2018-02-19,17,False
2018-02-20,75,False
2018-02-21,75,False
2018-02-22,63,False
2018-02-23,72,False
2018-02-24,28,False
2018-02-25,16,False
2018-02-26,50,False
2018-02-27,48,False
2018-02-28,63,False
