date,DIS stock,isPartial
2014-03-01,0,False
2014-03-02,40,False
2014-03-03,54,False
2014-03-04,100,False
2014-03-05,64,False
2014-03-06,94,False
2014-03-07,88,False
2014-03-08,17,False
2014-03-09,11,False
2014-03-10,79,False
2014-03-11,54,False
2014-03-12,59,False
2014-03-13,44,False
2014-03-14,72,False
2014-03-15,23,False
2014-03-16,11,False
2014-03-17,69,False
2014-03-18,44,False
2014-03-19,54,False
2014-03-20,49,False
2014-03-21,67,False
2014-03-22,12,False
2014-03-23,11,False
2014-03-24,29,False
2014-03-25,57,False
2014-03-26,24,False
2014-03-27,49,False
2014-03-28,66,False
2014-03-29,23,False
2014-03-30,12,False
2014-03-31,54,False
