date,SIRI stock,isPartial
2013-02-01,100,False
2013-02-02,32,False
2013-02-03,27,False
2013-02-04,100,False
2013-02-05,82,False
2013-02-06,94,False
2013-02-07,74,False
2013-02-08,70,False
2013-02-09,28,False
2013-02-10,33,False
2013-02-11,56,False
2013-02-12,56,False
2013-02-13,61,False
2013-02-14,69,False
2013-02-15,77,False
2013-02-16,22,False
2013-02-17,21,False
2013-02-18,42,False
2013-02-19,51,False
2013-02-20,57,False
2013-02-21,64,False
2013-02-22,53,False
2013-02-23,32,False
2013-02-24,16,False
2013-02-25,70,False
2013-02-26,68,False
2013-02-27,54,False
2013-02-28,70,False
