date,PFE stock,isPartial
2017-08-01,100,False
2017-08-02,70,False
2017-08-03,91,False
2017-08-04,91,False
2017-08-05,26,False
2017-08-06,17,False
2017-08-07,54,False
2017-08-08,56,False
2017-08-09,69,False
2017-08-10,52,False
2017-08-11,88,False
2017-08-12,17,False
2017-08-13,17,False
2017-08-14,52,False
2017-08-15,45,False
2017-08-16,74,False
2017-08-17,66,False
2017-08-18,76,False
2017-08-19,17,False
2017-08-20,8,False
2017-08-21,36,False
2017-08-22,65,False
2017-08-23,36,False
2017-08-24,33,False
2017-08-25,39,False
2017-08-26,30,False
2017-08-27,0,False
2017-08-28,33,False
2017-08-29,40,False
2017-08-30,58,False
2017-08-31,81,False
