date,HAS stock,isPartial
2019-03-01,90,False
2019-03-02,62,False
2019-03-03,67,False
2019-03-04,71,False
2019-03-05,83,False
2019-03-06,86,False
2019-03-07,99,False
2019-03-08,75,False
2019-03-09,41,False
2019-03-10,68,False
2019-03-11,86,False
2019-03-12,82,False
2019-03-13,92,False
2019-03-14,76,False
2019-03-15,65,False
2019-03-16,41,False
2019-03-17,58,False
2019-03-18,100,False
2019-03-19,99,False
2019-03-20,76,False
2019-03-21,85,False
2019-03-22,71,False
2019-03-23,53,False
2019-03-24,72,False
2019-03-25,97,False
2019-03-26,83,False
2019-03-27,82,False
2019-03-28,72,False
2019-03-29,75,False
2019-03-30,50,False
2019-03-31,62,False
