date,MSFT stock,isPartial
2018-11-01,77,False
2018-11-02,88,False
2018-11-03,15,False
2018-11-04,9,False
2018-11-05,65,False
2018-11-06,53,False
2018-11-07,75,False
2018-11-08,68,False
2018-11-09,67,False
2018-11-10,18,False
2018-11-11,12,False
2018-11-12,48,False
2018-11-13,57,False
2018-11-14,53,False
2018-11-15,56,False
2018-11-16,55,False
2018-11-17,19,False
2018-11-18,8,False
2018-11-19,60,False
2018-11-20,85,False
2018-11-21,67,False
2018-11-22,23,False
2018-11-23,38,False
2018-11-24,15,False
2018-11-25,11,False
2018-11-26,55,False
2018-11-27,79,False
2018-11-28,100,False
2018-11-29,75,False
2018-11-30,76,False
