date,BA stock,isPartial
2013-02-01,41,False
2013-02-02,31,False
2013-02-03,23,False
2013-02-04,58,False
2013-02-05,58,False
2013-02-06,45,False
2013-02-07,72,False
2013-02-08,47,False
2013-02-09,23,False
2013-02-10,35,False
2013-02-11,39,False
2013-02-12,33,False
2013-02-13,19,False
2013-02-14,60,False
2013-02-15,31,False
2013-02-16,23,False
2013-02-17,45,False
2013-02-18,38,False
2013-02-19,45,False
2013-02-20,45,False
2013-02-21,45,False
2013-02-22,47,False
2013-02-23,53,False
2013-02-24,22,False
2013-02-25,31,False
2013-02-26,100,False
2013-02-27,57,False
2013-02-28,58,False
