date,AAPL stock,isPartial
2018-05-01,100,False
2018-05-02,96,False
2018-05-03,54,False
2018-05-04,68,False
2018-05-05,14,False
2018-05-06,7,False
2018-05-07,53,False
2018-05-08,47,False
2018-05-09,41,False
2018-05-10,54,False
2018-05-11,50,False
2018-05-12,8,False
2018-05-13,7,False
2018-05-14,33,False
2018-05-15,32,False
2018-05-16,30,False
2018-05-17,28,False
2018-05-18,28,False
2018-05-19,6,False
2018-05-20,3,False
2018-05-21,33,False
2018-05-22,30,False
2018-05-23,29,False
2018-05-24,34,False
2018-05-25,27,False
2018-05-26,7,False
2018-05-27,5,False
2018-05-28,6,False
2018-05-29,31,False
2018-05-30,21,False
2018-05-31,26,False
