date,PEP stock,isPartial
2017-03-01,100,False
2017-03-02,58,False
2017-03-03,67,False
2017-03-04,18,False
2017-03-05,18,False
2017-03-06,93,False
2017-03-07,67,False
2017-03-08,64,False
2017-03-09,54,False
2017-03-10,45,False
2017-03-11,37,False
2017-03-12,27,False
2017-03-13,60,False
2017-03-14,32,False
2017-03-15,43,False
2017-03-16,77,False
2017-03-17,63,False
2017-03-18,50,False
2017-03-19,18,False
2017-03-20,55,False
2017-03-21,54,False
2017-03-22,65,False
2017-03-23,77,False
2017-03-24,39,False
2017-03-25,32,False
2017-03-26,25,False
2017-03-27,27,False
2017-03-28,76,False
2017-03-29,38,False
2017-03-30,33,False
2017-03-31,51,False
