date,CSCO stock,isPartial
2016-12-01,44,False
2016-12-02,60,False
2016-12-03,19,False
2016-12-04,18,False
2016-12-05,68,False
2016-12-06,59,False
2016-12-07,100,False
2016-12-08,79,False
2016-12-09,67,False
2016-12-10,32,False
2016-12-11,17,False
2016-12-12,82,False
2016-12-13,100,False
2016-12-14,74,False
2016-12-15,52,False
2016-12-16,51,False
2016-12-17,44,False
2016-12-18,24,False
2016-12-19,80,False
2016-12-20,64,False
2016-12-21,76,False
2016-12-22,51,False
2016-12-23,42,False
2016-12-24,13,False
2016-12-25,18,False
2016-12-26,15,False
2016-12-27,79,False
2016-12-28,51,False
2016-12-29,40,False
2016-12-30,34,False
2016-12-31,38,False
