date,SIRI stock,isPartial
2014-09-01,15,False
2014-09-02,80,False
2014-09-03,73,False
2014-09-04,96,False
2014-09-05,100,False
2014-09-06,27,False
2014-09-07,18,False
2014-09-08,73,False
2014-09-09,78,False
2014-09-10,65,False
2014-09-11,88,False
2014-09-12,46,False
2014-09-13,53,False
2014-09-14,35,False
2014-09-15,36,False
2014-09-16,94,False
2014-09-17,95,False
2014-09-18,44,False
2014-09-19,92,False
2014-09-20,34,False
2014-09-21,51,False
2014-09-22,64,False
2014-09-23,58,False
2014-09-24,51,False
2014-09-25,59,False
2014-09-26,46,False
2014-09-27,35,False
2014-09-28,26,False
2014-09-29,29,False
2014-09-30,50,False
