date,PEP stock,isPartial
2017-02-01,28,False
2017-02-02,24,False
2017-02-03,40,False
2017-02-04,0,False
2017-02-05,16,False
2017-02-06,51,False
2017-02-07,32,False
2017-02-08,28,False
2017-02-09,57,False
2017-02-10,44,False
2017-02-11,22,False
2017-02-12,11,False
2017-02-13,41,False
2017-02-14,37,False
2017-02-15,100,False
2017-02-16,61,False
2017-02-17,47,False
2017-02-18,22,False
2017-02-19,11,False
2017-02-20,9,False
2017-02-21,37,False
2017-02-22,23,False
2017-02-23,43,False
2017-02-24,44,False
2017-02-25,22,False
2017-02-26,0,False
2017-02-27,23,False
2017-02-28,46,False
