date,DIS stock,isPartial
2015-10-01,85,False
2015-10-02,64,False
2015-10-03,28,False
2015-10-04,8,False
2015-10-05,62,False
2015-10-06,47,False
2015-10-07,57,False
2015-10-08,59,False
2015-10-09,45,False
2015-10-10,15,False
2015-10-11,18,False
2015-10-12,60,False
2015-10-13,56,False
2015-10-14,77,False
2015-10-15,61,False
2015-10-16,79,False
2015-10-17,15,False
2015-10-18,15,False
2015-10-19,58,False
2015-10-20,78,False
2015-10-21,88,False
2015-10-22,85,False
2015-10-23,100,False
2015-10-24,28,False
2015-10-25,15,False
2015-10-26,70,False
2015-10-27,80,False
2015-10-28,91,False
2015-10-29,78,False
2015-10-30,91,False
2015-10-31,33,False
