date,MCD stock,isPartial
2018-06-01,37,False
2018-06-02,19,False
2018-06-03,23,False
2018-06-04,38,False
2018-06-05,51,False
2018-06-06,36,False
2018-06-07,100,False
2018-06-08,94,False
2018-06-09,23,False
2018-06-10,23,False
2018-06-11,50,False
2018-06-12,53,False
2018-06-13,60,False
2018-06-14,28,False
2018-06-15,27,False
2018-06-16,23,False
2018-06-17,15,False
2018-06-18,34,False
2018-06-19,34,False
2018-06-20,44,False
2018-06-21,54,False
2018-06-22,53,False
2018-06-23,26,False
2018-06-24,22,False
2018-06-25,41,False
2018-06-26,50,False
2018-06-27,48,False
2018-06-28,45,False
2018-06-29,54,False
2018-06-30,18,False
