date,MRVL stock,isPartial
2017-09-01,34,False
2017-09-02,0,False
2017-09-03,0,False
2017-09-04,66,False
2017-09-05,32,False
2017-09-06,32,False
2017-09-07,33,False
2017-09-08,33,False
2017-09-09,36,False
2017-09-10,0,False
2017-09-11,31,False
2017-09-12,0,False
2017-09-13,31,False
2017-09-14,94,False
2017-09-15,49,False
2017-09-16,74,False
2017-09-17,90,False
2017-09-18,32,False
2017-09-19,63,False
2017-09-20,0,False
2017-09-21,48,False
2017-09-22,100,False
2017-09-23,37,False
2017-09-24,36,False
2017-09-25,31,False
2017-09-26,46,False
2017-09-27,31,False
2017-09-28,32,False
2017-09-29,33,False
2017-09-30,0,False
